InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.000382
0.0250,0.000548
0.0175,0.000428
0.0025,0.000316
0.0050,0.000332
0.0100,0.000359
0.0200,0.000491
0.0275,0.000556
0.0225,0.000520
0.0075,0.000354
0.0150,0.000409
0.0300,0.000671
