InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.079950
0.0250,0.420161
0.0175,0.276068
0.0025,0.000384
0.0050,0.000589
0.0100,0.010642
0.0200,0.327241
0.0275,0.487366
0.0225,0.399566
0.0075,0.002186
0.0150,0.156518
0.0300,0.566698
