InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.000419
0.0250,0.000628
0.0175,0.000506
0.0025,0.000320
0.0050,0.000332
0.0100,0.000392
0.0200,0.000488
0.0275,0.000657
0.0225,0.000543
0.0075,0.000364
0.0150,0.000442
0.0300,0.000751
