InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.115216
0.0250,0.622744
0.0175,0.372316
0.0025,0.000411
0.0050,0.000668
0.0100,0.015014
0.0200,0.467123
0.0275,0.685795
0.0225,0.496220
0.0075,0.001342
0.0150,0.259109
0.0300,0.741538
