InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.000341
0.0250,0.000389
0.0175,0.000375
0.0025,0.000309
0.0050,0.000330
0.0100,0.000329
0.0200,0.000367
0.0275,0.000390
0.0225,0.000369
0.0075,0.000326
0.0150,0.000348
0.0300,0.000423
