Dead_STD,Dead,Hospitalised,Infected_STD,Hospitalised_STD,Time,Infected,Time_STD
0.0,0.0,0.0,8.131516293641283E-20,0.0,0.0,3.0000000000000014E-4,0.0
0.0,0.0,3.4800000000000006E-5,5.7613887214802655E-5,2.6593984282164275E-5,1.0,4.015999999999991E-4,0.0
2.378570999570961E-5,2.640000000000001E-5,7.19999999999999E-5,1.8949416877571745E-4,3.6386810797320505E-5,2.0,5.972E-4,0.0
3.2628821615253006E-5,5.119999999999997E-5,1.0919999999999973E-4,3.796280284699747E-4,4.482008478349853E-5,3.0,8.968000000000008E-4,0.0
3.6691143345499545E-5,7.519999999999986E-5,1.5719999999999992E-4,7.268249858115779E-4,6.318259253940123E-5,4.0,0.0013776000000000023,0.0
4.830072463224539E-5,1.1039999999999977E-4,2.276000000000002E-4,0.0013554090747814854,1.0392093148158367E-4,5.0,0.0021864000000000015,0.0
7.225067473733384E-5,1.5439999999999993E-4,3.5800000000000025E-4,0.0023055896946334578,1.8976037521042127E-4,6.0,0.0034591999999999978,0.0
1.3454352455618236E-4,2.4040000000000037E-4,5.588000000000007E-4,0.0037557577131652133,3.337748342820351E-4,7.0,0.0054239999999999965,0.0
2.2308644064577277E-4,3.6760000000000064E-4,8.856000000000003E-4,0.00588367122126993,5.77311146609868E-4,8.0,0.008507199999999998,0.0
3.955737099454407E-4,5.976000000000002E-4,0.0013888000000000004,0.00875173597407966,9.22165191275403E-4,9.0,0.0129176,0.0
6.129248241016184E-4,9.292000000000008E-4,0.002156,0.012558272175741375,0.0014278431286384372,10.0,0.01922280000000001,0.0
9.369746207875639E-4,0.0014368,0.0032359999999999967,0.01733520611472503,0.002134627836415519,11.0,0.0280328,0.0
0.0014247459984151555,0.0021756,0.004796399999999997,0.022930133474535205,0.0030592199594014153,12.0,0.03952440000000001,0.0
0.0020700048695594885,0.0032543999999999967,0.006954799999999992,0.029532234765421984,0.004247568626873496,13.0,0.05446480000000003,0.0
0.0029432492860782286,0.004788399999999996,0.009899600000000003,0.036833444433557926,0.005716877640810585,14.0,0.07289079999999995,0.0
0.0039498298748173975,0.006817199999999995,0.0137936,0.04465254994017698,0.0075553523915168905,15.0,0.09472559999999994,0.0
0.005276093407057915,0.009581199999999991,0.018634000000000008,0.05246867543058427,0.00965030056526738,16.0,0.1196631999999999,0.0
0.006765660186559769,0.012966399999999996,0.024586800000000027,0.06030792331228124,0.011998210134849282,17.0,0.14779519999999993,0.0
0.008511515926085081,0.017221600000000004,0.031733599999999994,0.06762873180653321,0.014549801983532283,18.0,0.17827360000000006,0.0
0.010380320996963436,0.022327999999999994,0.039782000000000026,0.07433265425773522,0.017127824993267537,19.0,0.21104200000000015,0.0
0.012366344915131543,0.02823760000000001,0.04921280000000001,0.08019242352766248,0.019843420043933968,20.0,0.24507479999999995,0.0
0.014421889396330847,0.035086400000000004,0.059523599999999975,0.08511006624365887,0.022514725642565583,21.0,0.2799640000000001,0.0
0.01647375932323888,0.04262479999999999,0.07105479999999996,0.08914404179057621,0.025185083665535048,22.0,0.31520359999999986,0.0
0.01854302868897096,0.05108959999999997,0.0831288,0.09221222582195923,0.027670682547418307,23.0,0.34993280000000027,0.0
0.020483755362725842,0.06011359999999999,0.09595159999999993,0.09440816752802693,0.02999083567291848,24.0,0.38386400000000037,0.0
0.022327443408505145,0.06978439999999998,0.10920680000000003,0.09595390806861384,0.03209652502125425,25.0,0.4162611999999998,0.0
0.024027584585222046,0.07985399999999994,0.12266959999999999,0.09693114475420171,0.03396897126731982,26.0,0.44737840000000006,0.0
0.025627318889029346,0.09025680000000001,0.1362568,0.09751268366730553,0.0355184399071806,27.0,0.476564,0.0
