InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.001210
0.0250,0.085111
0.0175,0.004574
0.0025,0.000350
0.0050,0.000447
0.0100,0.000744
0.0200,0.009609
0.0275,0.181587
0.0225,0.039906
0.0075,0.000579
0.0150,0.001639
0.0300,0.270598
