InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.002340
0.0250,0.392374
0.0175,0.022152
0.0025,0.000349
0.0050,0.000451
0.0100,0.000874
0.0200,0.099618
0.0275,0.475800
0.0225,0.231548
0.0075,0.000638
0.0150,0.007914
0.0300,0.514333
