InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.096295
0.0250,0.475703
0.0175,0.318310
0.0025,0.000417
0.0050,0.000713
0.0100,0.020771
0.0200,0.360753
0.0275,0.513609
0.0225,0.396791
0.0075,0.002158
0.0150,0.210798
0.0300,0.549123
