InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.117207
0.0250,0.580110
0.0175,0.331350
0.0025,0.000405
0.0050,0.000603
0.0100,0.026653
0.0200,0.434623
0.0275,0.635007
0.0225,0.492120
0.0075,0.001790
0.0150,0.215621
0.0300,0.670831
