InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.030351
0.0250,0.419009
0.0175,0.178406
0.0025,0.000369
0.0050,0.000513
0.0100,0.005513
0.0200,0.281216
0.0275,0.476504
0.0225,0.344984
0.0075,0.000962
0.0150,0.102688
0.0300,0.554507
