InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.106059
0.0250,0.586975
0.0175,0.359649
0.0025,0.000393
0.0050,0.000731
0.0100,0.022205
0.0200,0.487383
0.0275,0.693386
0.0225,0.552779
0.0075,0.002209
0.0150,0.235605
0.0300,0.776024
