InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.001141
0.0250,0.071428
0.0175,0.008406
0.0025,0.000340
0.0050,0.000393
0.0100,0.000598
0.0200,0.016306
0.0275,0.106093
0.0225,0.040565
0.0075,0.000467
0.0150,0.002794
0.0300,0.157900
