InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.079323
0.0250,0.437949
0.0175,0.258865
0.0025,0.000417
0.0050,0.000669
0.0100,0.024542
0.0200,0.338613
0.0275,0.497355
0.0225,0.403239
0.0075,0.002127
0.0150,0.201265
0.0300,0.454310
