InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.084726
0.0250,0.495770
0.0175,0.337181
0.0025,0.000394
0.0050,0.000744
0.0100,0.022945
0.0200,0.407153
0.0275,0.573498
0.0225,0.478853
0.0075,0.002951
0.0150,0.194182
0.0300,0.637776
