Dead_STD,Dead,Hospitalised,Infected_STD,Hospitalised_STD,Time,Infected,Time_STD
0.0,0.0,0.0,4.607859233063394E-19,0.0,0.0,3.000000000000009E-4,0.0
0.0,0.0,2.833333333333332E-5,4.2031734043061616E-5,2.3437268517375387E-5,1.0,3.6000000000000056E-4,0.0
1.3819269959814151E-5,8.333333333333335E-6,6.916666666666669E-5,6.340867229505936E-5,3.639816463626827E-5,2.0,4.2583333333333356E-4,0.0
2.5603819159562006E-5,2.6666666666666656E-5,1.0083333333333323E-4,9.069082858199544E-5,4.676886131700118E-5,3.0,5.04166666666667E-4,0.0
3.0402393911591183E-5,3.8333333333333334E-5,1.3333333333333323E-4,1.2371562373263758E-4,5.565269285687997E-5,4.0,5.833333333333334E-4,0.0
3.834918150654879E-5,6.083333333333336E-5,1.7333333333333307E-4,1.4599990487059304E-4,6.668749674580853E-5,5.0,6.583333333333336E-4,0.0
4.7718794340734675E-5,8.499999999999992E-5,2.066666666666665E-4,1.7876116903722567E-4,7.977398629182875E-5,6.0,7.533333333333333E-4,0.0
5.061942699091813E-5,9.916666666666662E-5,2.441666666666666E-4,1.9653067331985505E-4,8.411198718903795E-5,7.0,8.183333333333337E-4,0.0
5.880169120772704E-5,1.3166666666666665E-4,2.7916666666666666E-4,2.2742176615755627E-4,9.550214511843293E-5,8.0,8.941666666666668E-4,0.0
6.598479412376424E-5,1.591666666666665E-4,3.058333333333335E-4,2.640746422257666E-4,9.774452954286265E-5,9.0,9.849999999999995E-4,0.0
7.033649282003065E-5,1.7333333333333317E-4,3.350000000000002E-4,3.0851796274015123E-4,1.0199060414240782E-4,10.0,0.00109,0.0
7.287617923574206E-5,1.974999999999999E-4,3.6750000000000015E-4,3.6417334089993764E-4,1.185261047195933E-4,11.0,0.001186666666666667,0.0
8.316545590301031E-5,2.2416666666666662E-4,4.0333333333333367E-4,4.10423223297881E-4,1.306925994674356E-4,12.0,0.0012933333333333332,0.0
9.036576908443936E-5,2.5166666666666664E-4,4.4500000000000025E-4,4.624795415895593E-4,1.4271912976192085E-4,13.0,0.0014058333333333332,0.0
9.508402716661839E-5,2.683333333333333E-4,4.883333333333336E-4,5.220151591562155E-4,1.6113960476004096E-4,14.0,0.0015241666666666676,0.0
1.0538866558284786E-4,2.8750000000000016E-4,5.350000000000001E-4,5.899857284055457E-4,1.7814437029181322E-4,15.0,0.0016508333333333338,0.0
1.1291282281280345E-4,3.183333333333335E-4,5.79166666666667E-4,6.457102033162143E-4,1.9492475400067138E-4,16.0,0.001780000000000001,0.0
1.1884572165440182E-4,3.4833333333333363E-4,6.366666666666668E-4,7.122342340597416E-4,2.206933518608015E-4,17.0,0.0019175000000000002,0.0
1.3482949623711996E-4,3.8083333333333366E-4,6.883333333333334E-4,8.065147067612731E-4,2.4368553278536836E-4,18.0,0.0020783333333333335,0.0
1.5297739484424928E-4,4.1500000000000033E-4,7.516666666666672E-4,9.097126377781796E-4,2.7515021150071635E-4,19.0,0.0022550000000000005,0.0
1.636556131705302E-4,4.441666666666669E-4,8.225000000000002E-4,9.985126960468085E-4,3.1573079909948603E-4,20.0,0.0024175,0.0
1.7759191673296642E-4,4.8666666666666704E-4,8.900000000000006E-4,0.0010783667402089559,3.4438350715445133E-4,21.0,0.0025841666666666665,0.0
2.0601880982085106E-4,5.350000000000004E-4,9.558333333333339E-4,0.001185724110687923,3.759319438261251E-4,22.0,0.002780000000000001,0.0
2.2680755425396806E-4,5.700000000000003E-4,0.0010400000000000001,0.0012902099312385818,4.183997291267447E-4,23.0,0.0029600000000000017,0.0
2.4318488622628026E-4,6.16666666666667E-4,0.0011125000000000002,0.0014090702583815884,4.564154950992206E-4,24.0,0.0031741666666666667,0.0
2.71684240229147E-4,6.741666666666666E-4,0.0011825000000000002,0.0015211609236223348,4.923863024428414E-4,25.0,0.003383333333333333,0.0
2.963947138342533E-4,7.291666666666668E-4,0.0012616666666666666,0.00165951611923476,5.404929591483028E-4,26.0,0.0036049999999999997,0.0
3.2664088971427524E-4,7.825000000000003E-4,0.00134,0.001805499651912333,5.814278401773804E-4,27.0,0.0038458333333333335,0.0
3.478615225759941E-4,8.283333333333336E-4,0.001439166666666667,0.0019499871349290716,6.397687027790243E-4,28.0,0.004110833333333334,0.0
3.8418745424597094E-4,8.900000000000003E-4,0.0015424999999999996,0.002136214038121337,6.876185503848288E-4,29.0,0.004395,0.0
4.22778302489089E-4,9.558333333333335E-4,0.0016633333333333346,0.0023047486832745026,7.627508694776356E-4,30.0,0.004664166666666664,0.0
4.5780253354718586E-4,0.001024166666666667,0.0017800000000000005,0.0025009781072723434,8.2768754168869E-4,31.0,0.004970833333333328,0.0
4.881681674609911E-4,0.0010958333333333332,0.0019016666666666667,0.002690884787109994,8.989109923803481E-4,32.0,0.005282499999999997,0.0
5.349219504334772E-4,0.0011708333333333336,0.002049166666666666,0.002885634648805855,9.921566541574414E-4,33.0,0.0055858333333333315,0.0
5.828444379840037E-4,0.0012483333333333335,0.002203333333333332,0.0031135669746378595,0.0010936546783859864,34.0,0.005928333333333332,0.0
6.4668975474248E-4,0.001351666666666667,0.002341666666666665,0.00331325596719702,0.0011799997057438429,35.0,0.0062524999999999985,0.0
7.15381478459026E-4,0.0014591666666666668,0.002462499999999999,0.0035291062568619585,0.0012564178992278006,36.0,0.006578333333333333,0.0
7.723879593327578E-4,0.0015508333333333338,0.0026125,0.0037432071810146973,0.0013471816646243371,37.0,0.006940000000000001,0.0
8.198217116476539E-4,0.0016416666666666665,0.0027524999999999997,0.003958704346647609,0.0014429564918943326,38.0,0.0073075,0.0
8.756600684943648E-4,0.0017266666666666665,0.002894999999999999,0.00418132122925544,0.001548101660098587,39.0,0.007676666666666667,0.0
9.443802163617974E-4,0.0018258333333333327,0.0030633333333333337,0.004418033416672325,0.0016469660658988154,40.0,0.008077499999999998,0.0
0.0010053377507363162,0.0019208333333333334,0.0032216666666666674,0.004672186542009356,0.0017380686519493096,41.0,0.008505,0.0
0.001079976771226534,0.0020291666666666665,0.0033974999999999995,0.004938655279751992,0.0018403063886664808,42.0,0.008941666666666665,0.0
0.001148561827170542,0.0021425000000000003,0.0035791666666666676,0.005210083955790817,0.0019460632894099017,43.0,0.009395833333333327,0.0
0.0012239586702127196,0.0022691666666666663,0.0037766666666666665,0.0054782518881482615,0.002063600548125102,44.0,0.009855000000000001,0.0
0.0012984421755832384,0.0024050000000000005,0.0039825,0.005770888627893936,0.0021860987178457126,45.0,0.01032666666666666,0.0
0.0013816194201813402,0.002553333333333333,0.004205833333333334,0.0060716517979505025,0.002323604382503375,46.0,0.010846666666666662,0.0
0.0014673386244793286,0.002698333333333333,0.004421666666666669,0.006362432260608621,0.002455335884467858,47.0,0.011337499999999999,0.0
