Dead_STD,Dead,Hospitalised,Infected_STD,Hospitalised_STD,Time,Infected,Time_STD
0.0,0.0,0.0,2.168404344971009E-19,0.0,0.0,3.000000000000004E-4,0.0
0.0,0.0,3.055555555555556E-5,5.400170750615436E-5,2.718109137608462E-5,1.0,4.263888888888893E-4,0.0
2.6343162136653697E-5,2.6388888888888895E-5,5.833333333333333E-5,1.4336536033229884E-4,3.608439182435162E-5,2.0,6.527777777777778E-4,0.0
3.090082702956525E-5,4.166666666666666E-5,1.0694444444444442E-4,2.594946641260212E-4,4.882393886376684E-5,3.0,9.597222222222219E-4,0.0
4.207554016583639E-5,7.638888888888889E-5,1.6527777777777773E-4,4.601348223987733E-4,5.661745548355293E-5,4.0,0.0014430555555555555,0.0
4.995657836784084E-5,1.125E-4,2.541666666666666E-4,8.039831396794892E-4,9.314620377545063E-5,5.0,0.002183333333333333,0.0
6.561673228343173E-5,1.6666666666666666E-4,3.680555555555555E-4,0.001333113407788209,1.401453582913729E-4,6.0,0.0033111111111111115,0.0
8.942708164811578E-5,2.347222222222222E-4,5.666666666666668E-4,0.002172488172835726,2.240721609958125E-4,7.0,0.0050416666666666665,0.0
1.416598582241941E-4,3.527777777777776E-4,8.166666666666667E-4,0.003425580062621818,3.3757715167548487E-4,8.0,0.007577777777777779,0.0
2.0410524397301497E-4,5.055555555555555E-4,0.001223611111111111,0.005379545881288578,5.071360939106124E-4,9.0,0.011533333333333333,0.0
3.118047822311617E-4,7.833333333333334E-4,0.001808333333333333,0.008353287106187303,7.831892598003797E-4,10.0,0.017469444444444437,0.0
4.641045531617117E-4,0.0011152777777777773,0.0026694444444444448,0.012503290288410705,0.0012021577501196918,11.0,0.025959722222222217,0.0
7.25590104141722E-4,0.0016819444444444447,0.004102777777777778,0.018125084596971583,0.0018750920759285064,12.0,0.03796527777777778,0.0
0.0011666366976970939,0.0025736111111111107,0.006023611111111111,0.025411858749492665,0.002768818102442553,13.0,0.05444583333333331,0.0
0.001738406815498846,0.0038305555555555562,0.008895833333333329,0.034383020921679025,0.004113742530125903,14.0,0.07641944444444443,0.0
0.0025980753760663344,0.005679166666666667,0.012666666666666663,0.04483146521626857,0.005872440340740428,15.0,0.10431249999999997,0.0
0.0037780340369580555,0.008126388888888888,0.017924999999999993,0.05585811639024956,0.008134143359595062,16.0,0.13838333333333336,0.0
0.005332708115841841,0.011597222222222219,0.024879166666666667,0.06664284277731075,0.010780570026866235,17.0,0.1777638888888889,0.0
0.007202219495654118,0.01623611111111111,0.033611111111111105,0.07655418693531,0.013912727874632647,18.0,0.22252083333333333,0.0
0.009503927875448572,0.022305555555555558,0.04427638888888888,0.0850707199422519,0.017267992816382447,19.0,0.27069583333333336,0.0
0.012031540801359729,0.02984305555555556,0.05667916666666666,0.09172781386219504,0.020745467941315918,20.0,0.3212708333333334,0.0
0.014756629849587841,0.038873611111111116,0.07110972222222224,0.09626531513706015,0.024172292678065175,21.0,0.3728458333333335,0.0
0.0173689795502581,0.04930555555555555,0.08667083333333331,0.09846595572444518,0.02746946592418065,22.0,0.42404444444444434,0.0
0.019971404470586887,0.06069166666666667,0.10373333333333332,0.09869700404151505,0.030320917788806384,23.0,0.4729458333333333,0.0
0.022362456643006363,0.07351805555555552,0.1217597222222222,0.09734720742973207,0.032561750801492345,24.0,0.5193194444444446,0.0
0.024418835139060402,0.0872875,0.14036111111111113,0.0947506858504771,0.03436120486379018,25.0,0.5621611111111111,0.0
0.026063333320011085,0.10170833333333332,0.15908611111111115,0.09113849372564946,0.035730374669137095,26.0,0.6008611111111111,0.0
0.027318457270477207,0.11617499999999999,0.17750000000000005,0.0871698087277157,0.036470190452843346,27.0,0.6357972222222223,0.0
0.028257148663962613,0.13090555555555555,0.1957138888888889,0.08296359978260882,0.036859058988971335,28.0,0.6664833333333332,0.0
0.02873365355710911,0.14537361111111113,0.21344861111111113,0.07901664816181711,0.03684647672084767,29.0,0.6933944444444442,0.0
0.028998651780269075,0.1596513888888889,0.23011111111111107,0.0758078892722033,0.03647569829842911,30.0,0.7162013888888886,0.0
0.028936076578862206,0.17345000000000002,0.2458972222222222,0.07331187893433057,0.035879675433065146,31.0,0.7358124999999999,0.0
0.028550002398596685,0.18639722222222224,0.26080694444444447,0.07143117146219982,0.03519008731003828,32.0,0.7522763888888891,0.0
0.02812592467615756,0.1988833333333333,0.274376388888889,0.07023916664140027,0.034431743563106486,33.0,0.7660694444444447,0.0
0.027598651335809066,0.21020000000000005,0.2867805555555555,0.06951969805896654,0.03362697602505325,34.0,0.7777777777777776,0.0
0.027027993024365576,0.22071527777777772,0.2981569444444444,0.06918854774374794,0.03289529878855209,35.0,0.7873666666666665,0.0
0.02649123118809527,0.23029166666666667,0.30826805555555553,0.06907871273234965,0.03239931393562568,36.0,0.7954902777777777,0.0
0.026066475950907296,0.23904305555555552,0.31758888888888903,0.06910612884738107,0.031986917416382425,37.0,0.8021375000000001,0.0
0.02574037800233191,0.2469402777777778,0.32615416666666674,0.06919135503161582,0.031709188487701975,38.0,0.8077999999999999,0.0
0.025472069389081666,0.25412638888888894,0.33371111111111107,0.06931799208932357,0.03150244981165437,39.0,0.812426388888889,0.0
0.025221841154426772,0.2605638888888889,0.3403291666666668,0.06946595200279283,0.03140885450781444,40.0,0.8163777777777775,0.0
0.025114924696590914,0.26640277777777777,0.34619999999999995,0.0696241726461914,0.03131518645605958,41.0,0.8198000000000003,0.0
0.02504370481475865,0.27149722222222206,0.3516930555555555,0.06977464081987961,0.03133964843983675,42.0,0.822622222222222,0.0
