InfectionRate,TotalInfected
0.0000,0.000300
0.0125,0.001094
0.0250,0.072225
0.0175,0.011299
0.0025,0.000350
0.0050,0.000373
0.0100,0.000647
0.0200,0.017828
0.0275,0.087427
0.0225,0.039425
0.0075,0.000503
0.0150,0.002064
0.0300,0.128138
