Recovered,Recovered_STD,Vaccinated,Dead,Hospitalised,Infected_STD,Time,Dead_STD,Vaccinated_STD,Susceptible,Hospitalised_STD,Infected,Susceptible_STD
0.0,0.0,0.20000000000000068,0.0,0.0,8.131516293641283E-20,0.0,0.0,3.3306690738754696E-16,0.7997000000000012,0.0,3.0000000000000014E-4,6.106226635438361E-16
1.7199999999999995E-5,1.9900753754569207E-5,0.20000000000000068,0.0,1.3199999999999992E-5,6.236794048227024E-5,1.0,0.0,3.3306690738754696E-16,0.799575999999999,1.806765064971097E-5,3.9359999999999986E-4,5.75847201955455E-5
3.7999999999999995E-5,2.9137604568666985E-5,0.20000000000000068,4.400000000000001E-6,2.7200000000000007E-5,1.1188637093051155E-4,2.0,1.0254754994635424E-5,3.3306690738754696E-16,0.7994279999999993,2.598153190248802E-5,5.024E-4,1.0669582934678353E-4
6.839999999999991E-5,3.975374196223548E-5,0.20000000000000068,1.0399999999999997E-5,4.1999999999999964E-5,1.691243329624687E-4,3.0,1.590471628165682E-5,3.3306690738754696E-16,0.7992264000000001,3.2999999999999996E-5,6.528000000000005E-4,1.6645047311437348E-4
1.1359999999999975E-4,5.434850503923735E-5,0.20000000000000068,2.0800000000000008E-5,6.63999999999999E-5,2.4796040006420364E-4,4.0,2.1721878371816773E-5,3.3306690738754696E-16,0.7989508000000005,4.1445868310363654E-5,8.484000000000005E-4,2.5687514476881537E-4
1.7560000000000012E-4,7.100112675162273E-5,0.20000000000000068,3.559999999999998E-5,7.999999999999986E-5,3.2907561441103476E-4,5.0,3.021853735705947E-5,3.3306690738754696E-16,0.7986324,4.56070170039656E-5,0.0010764000000000001,3.532811345090489E-4
2.480000000000004E-4,8.511169132381289E-5,0.20000000000000068,5.279999999999994E-5,1.0599999999999981E-4,4.498088927533558E-4,6.0,3.468486701718775E-5,3.3306690738754696E-16,0.7981959999999997,5.423098745182502E-5,0.001397200000000001,5.01573524022152E-4
3.4400000000000034E-4,1.1258774356030049E-4,0.20000000000000068,6.839999999999991E-5,1.4440000000000004E-4,5.849436212148999E-4,7.0,3.8734480763268306E-5,3.3306690738754696E-16,0.7976560000000003,7.040710191450851E-5,0.0017872000000000014,6.806291207405124E-4
4.5680000000000037E-4,1.439911108367458E-4,0.20000000000000068,9.239999999999982E-5,1.8520000000000025E-4,7.819821992858916E-4,8.0,4.685680313465697E-5,3.3306690738754696E-16,0.7969400000000003,7.959422089574099E-5,0.0023256000000000015,9.301290233080578E-4
6.120000000000005E-4,1.885311645325514E-4,0.20000000000000068,1.2399999999999984E-4,2.484000000000003E-4,0.0010124249898140604,9.0,5.491812087098389E-5,3.3306690738754696E-16,0.7960640000000004,1.0111557743493344E-4,0.0029516000000000017,0.0012295918021847738
7.968000000000014E-4,2.509929082663493E-4,0.20000000000000068,1.6280000000000005E-4,3.236000000000005E-4,0.0013243972817851897,10.0,6.873165209712329E-5,3.3306690738754696E-16,0.7949023999999998,1.3240377638118944E-4,0.0038143999999999973,0.0016421079623459606
0.0010484000000000016,3.386212633607053E-4,0.20000000000000068,2.2440000000000028E-4,4.152000000000005E-4,0.0017024245768902662,11.0,8.821088368223042E-5,3.3306690738754696E-16,0.7934287999999999,1.709451373979382E-4,0.004883199999999998,0.002165172658242294
0.0013852000000000003,4.4038078977176115E-4,0.20000000000000068,2.916000000000005E-4,5.372000000000005E-4,0.002206705562597783,12.0,1.1572536454900452E-4,3.3306690738754696E-16,0.7915027999999994,2.068430322732675E-4,0.0062831999999999975,0.00282584996770883
0.0018016000000000013,5.811706806094062E-4,0.20000000000000068,3.868000000000003E-4,7.004000000000003E-4,0.0028155938343447187,13.0,1.4045084549407327E-4,3.3306690738754696E-16,0.7890999999999999,2.6281164357767705E-4,0.008011200000000001,0.003656859308204243
0.0023468000000000013,7.648152979641559E-4,0.20000000000000068,5.056000000000005E-4,8.960000000000002E-4,0.00355737184449419,14.0,1.77460305420677E-4,3.3306690738754696E-16,0.7860848000000005,3.299333265979658E-4,0.010166800000000005,0.004700834206819043
0.003024,0.001002335273249425,0.20000000000000068,6.432000000000006E-4,0.0011379999999999995,0.004528534955148298,15.0,2.1760845571806248E-4,3.3306690738754696E-16,0.7822040000000005,4.144261092161065E-4,0.012990799999999993,0.0060291306172614925
0.0038771999999999995,0.0013046838850848121,0.20000000000000068,8.232000000000007E-4,0.0014651999999999992,0.005710076220156786,16.0,2.7503716112554694E-4,3.3306690738754696E-16,0.7772076000000004,5.357865619815413E-4,0.016626800000000008,0.007695669922755263
0.004930399999999995,0.0016552005799902324,0.20000000000000068,0.0010484000000000012,0.0018864000000000007,0.0072040971231654,17.0,3.600616058398896E-4,3.3306690738754696E-16,0.7709532,6.640736103776447E-4,0.021181600000000012,0.009742947317932089
0.0063292,0.0021059242246576674,0.20000000000000068,0.0013644000000000004,0.0024368,0.008905305135704224,18.0,4.6211812342733316E-4,3.3306690738754696E-16,0.7631420000000001,8.661070603568589E-4,0.02672759999999999,0.012210246885300886
0.008095199999999997,0.0026677058008708525,0.20000000000000068,0.0017616000000000014,0.0030279999999999994,0.011094119359372328,19.0,6.054844011202932E-4,3.3306690738754696E-16,0.7534668000000001,0.0010402711185070938,0.03364839999999999,0.015282996906366236
0.010300399999999996,0.0033682443438681825,0.20000000000000068,0.0022732000000000013,0.0038552,0.01352847544404025,20.0,7.741514322146539E-4,3.3306690738754696E-16,0.7414903999999999,0.0013019747462988678,0.042080799999999974,0.018842292242718238
