Dead_STD,Dead,Hospitalised,Infected_STD,Hospitalised_STD,Time,Infected,Time_STD
0.0,0.0,0.0,2.168404344971009E-19,0.0,0.0,3.000000000000004E-4,0.0
0.0,0.0,8.333333333333334E-6,5.7130455003342034E-5,1.3819269959814165E-5,1.0,3.8333333333333367E-4,0.0
5.851492898039133E-6,1.388888888888889E-6,2.5000000000000008E-5,8.457124525919765E-5,2.6020824993326646E-5,2.0,4.4861111111111143E-4,0.0
1.3819269959814165E-5,8.333333333333334E-6,3.3333333333333335E-5,1.101258399163609E-4,2.7638539919628326E-5,3.0,5.305555555555559E-4,0.0
1.9194826334840624E-5,1.388888888888889E-5,5.555555555555552E-5,1.442556859610697E-4,3.321739095305945E-5,4.0,6.402777777777779E-4,0.0
2.1471701157972664E-5,1.944444444444445E-5,7.222222222222222E-5,1.7071331601674228E-4,3.838965266968126E-5,5.0,7.40277777777778E-4,0.0
2.9626012510696588E-5,3.055555555555556E-5,9.027777777777779E-5,2.0782809105628327E-4,4.342915864931825E-5,6.0,8.472222222222224E-4,0.0
3.0681558381075725E-5,3.8888888888888884E-5,1.0972222222222218E-4,2.4659330115159154E-4,4.798706583710157E-5,7.0,9.694444444444444E-4,0.0
3.220755173695896E-5,4.583333333333332E-5,1.277777777777778E-4,2.8586491565073187E-4,5.4786341453655606E-5,8.0,0.0011083333333333333,0.0
3.3326098751949515E-5,4.86111111111111E-5,1.4166666666666668E-4,3.315112235777617E-4,6.2777163222164E-5,9.0,0.0012611111111111113,0.0
3.694940442895288E-5,5.972222222222221E-5,1.6805555555555551E-4,3.911023318143442E-4,6.963515479950207E-5,10.0,0.0014305555555555556,0.0
4.3100335136619164E-5,7.500000000000001E-5,2.0555555555555556E-4,4.701829948127761E-4,7.54103997805457E-5,11.0,0.0016374999999999996,0.0
4.854658415721267E-5,8.75E-5,2.4027777777777781E-4,5.422148223538774E-4,8.360776571380387E-5,12.0,0.0018611111111111116,0.0
5.3318682883623875E-5,1.1250000000000002E-4,2.708333333333333E-4,6.252777160768024E-4,9.804955521458408E-5,13.0,0.0020833333333333324,0.0
5.846545883291441E-5,1.2777777777777782E-4,3.069444444444445E-4,7.083166528537053E-4,1.1252357434755886E-4,14.0,0.0023402777777777766,0.0
6.454598681235142E-5,1.513888888888889E-4,3.652777777777779E-4,8.235209337928585E-4,1.2806240943335614E-4,15.0,0.0026055555555555563,0.0
7.359800721939877E-5,1.8333333333333334E-4,4.2361111111111115E-4,9.513328754800477E-4,1.463664198442549E-4,16.0,0.002901388888888889,0.0
8.498365855987972E-5,2.166666666666666E-4,4.874999999999998E-4,0.0010917936648633764,1.6706982489034008E-4,17.0,0.0032513888888888883,0.0
9.463828147735808E-5,2.527777777777778E-4,5.583333333333334E-4,0.0012215907459608901,1.9378359923722473E-4,18.0,0.003594444444444444,0.0
1.0616599802103529E-4,2.8611111111111117E-4,6.319444444444443E-4,0.001365262235697678,2.1177595421565358E-4,19.0,0.003958333333333332,0.0
1.1065662256405599E-4,3.1805555555555575E-4,6.958333333333335E-4,0.0015282510314990067,2.326533992158005E-4,20.0,0.004354166666666668,0.0
1.2385276005337753E-4,3.5555555555555557E-4,7.902777777777781E-4,0.0016813858141940057,2.631486327764193E-4,21.0,0.004769444444444445,0.0
1.3781354542449428E-4,3.986111111111112E-4,9.013888888888891E-4,0.0018932597254780659,3.0442261554954275E-4,22.0,0.0052430555555555555,0.0
1.5135703028694753E-4,4.555555555555558E-4,0.0010013888888888891,0.002114646163087747,3.536999921028841E-4,23.0,0.005755555555555554,0.0
1.6859846877370955E-4,5.069444444444447E-4,0.0010930555555555557,0.002338555560669771,3.9372917836383645E-4,24.0,0.006318055555555556,0.0
1.87791696969321E-4,5.569444444444444E-4,0.0012083333333333338,0.002622944153799432,4.321899980846901E-4,25.0,0.0069694444444444465,0.0
2.196015172736493E-4,6.291666666666665E-4,0.0013375000000000008,0.0029387966667950055,4.877269770749477E-4,26.0,0.007647222222222222,0.0
2.4658156690191273E-4,6.888888888888891E-4,0.0014916666666666674,0.003235834513691947,5.517491126710883E-4,27.0,0.008333333333333335,0.0
2.811385238610415E-4,7.652777777777778E-4,0.001669444444444445,0.003573814877379322,6.263118947506688E-4,28.0,0.009133333333333334,0.0
